"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-01-01 ~ 2023-01-31"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 도로명주소"
"시도 : 전체"
"시군구 : 전체"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"1487","경기도 오산시 금암동","집합","5**","문헌공로","근린상업","판매","25m미만","48.00"," ","21,000","1","-","-","202301","16","지분","","-","직거래","-"
"1488","경기도 오산시 금암동","집합","5**","문헌공로","근린상업","판매","25m미만","48.00"," ","21,000","1","-","-","202301","16","지분","","-","직거래","-"
"1489","서울특별시 동대문구 청량리동","집합","2**","왕산로","일반상업","업무","25m이상","32.53"," ","43,000","","-","-","202301","16","","1978","-","중개거래","서울 동대문구"
"1490","충청남도 보령시 웅천읍 독산리","집합","7**","열린바다1길","계획관리","숙박","25m미만","77.20"," ","3,877","7","-","-","202301","16","지분","2008","-","직거래","-"
"1491","경기도 군포시 산본동","집합","1***","금산로","제3종일반주거","제2종근린생활","25m이상","88.56"," ","138,500","21","-","-","202301","16","","2010","-","중개거래","경기 군포시"
"1492","충청남도 공주시 반포면 학봉리","일반","8**","임금봉길","계획관리","숙박","12m미만","7470.13","600.00","90,000","","-","-","202301","16","지분","","-","직거래","-"
"1493","경기도 파주시 동패동","집합","1***","책향기로","일반상업","제2종근린생활","25m미만","73.74"," ","10,000","8","-","-","202301","16","","2006","-","중개거래","경기 파주시"
"1494","경기도 파주시 동패동","집합","1***","책향기로","일반상업","제2종근린생활","25m미만","144.97"," ","20,000","8","-","-","202301","16","","2006","-","중개거래","경기 파주시"
"1495","경기도 파주시 동패동","집합","1***","책향기로","일반상업","제2종근린생활","25m미만","383.85"," ","70,000","8","-","-","202301","16","","2006","-","중개거래","경기 파주시"
"1496","충청북도 괴산군 괴산읍 검승리","일반","7**","충민로","계획관리","제1종근린생활","12m미만","201.29","1045.00","37,000","","-","-","202301","16","","2010","-","직거래","-"
"1497","울산광역시 울주군 웅촌면 곡천리","일반","산6*","곡천검단로","자연녹지","제2종근린생활","-","208.40","1536.00","52,000","","-","-","202301","16","","1953","-","중개거래","경북 경주시"
"1498","서울특별시 용산구 용문동","집합","3*","새창로14길","제2종일반주거","제2종근린생활","12m미만","7.01"," ","23,650","1","-","-","202301","16","","1969","-","직거래","-"
"1499","서울특별시 용산구 용문동","집합","3*","새창로14길","제2종일반주거","제2종근린생활","12m미만","7.59"," ","24,900","1","-","-","202301","16","","1969","20230830","직거래","-"
"1500","경기도 김포시 풍무동","집합","1***","유현로","일반상업","제2종근린생활","-","89.90"," ","44,000","4","-","-","202301","16","","2019","-","중개거래","경기 김포시"
"1501","서울특별시 용산구 용문동","집합","3*","새창로14길","제2종일반주거","제2종근린생활","12m미만","7.21"," ","22,800","2","-","-","202301","16","","1969","-","직거래","-"
"1502","서울특별시 용산구 용문동","집합","3*","새창로14길","제2종일반주거","제2종근린생활","12m미만","7.06"," ","22,800","2","-","-","202301","16","","1969","-","직거래","-"
"1503","서울특별시 용산구 용문동","집합","3*","새창로14길","제2종일반주거","제2종근린생활","12m미만","9.22"," ","22,500","3","-","-","202301","16","","1969","-","직거래","-"
"1504","서울특별시 용산구 용문동","집합","3*","새창로14길","제2종일반주거","제2종근린생활","12m미만","7.01"," ","22,500","3","-","-","202301","16","","1969","-","직거래","-"
"1505","경기도 화성시 능동","집합","1***","동탄지성로","근린상업","교육연구","25m이상","150.92"," ","38,000","","-","-","202301","16","","2008","-","중개거래","경기 화성시"
"1506","경기도 화성시 반송동","집합","1**","동탄중심상가1길","중심상업","제2종근린생활","25m미만","109.08"," ","30,000","5","-","-","202301","16","","2007","-","중개거래","경기 화성시"
"1507","경기도 화성시 반송동","집합","1**","동탄중심상가1길","중심상업","제2종근린생활","25m미만","90.63"," ","25,000","5","-","-","202301","16","","2007","-","중개거래","경기 화성시"
"1508","서울특별시 용산구 용문동","집합","3*","새창로14길","제2종일반주거","제2종근린생활","12m미만","7.71"," ","23,950","1","-","-","202301","16","","1969","-","직거래","-"
"1509","충청북도 옥천군 동이면 우산리","일반","1***","우산로1길","보전관리","제2종근린생활","8m미만","100.80","333.00","7,000","","-","-","202301","16","","1994","-","직거래","-"
"1510","서울특별시 용산구 용문동","집합","3*","새창로14길","제2종일반주거","제2종근린생활","12m미만","9.79"," ","22,500","2","-","-","202301","16","","1969","20230824","직거래","-"
"1511","서울특별시 용산구 용문동","집합","3*","새창로14길","제2종일반주거","제2종근린생활","12m미만","9.27"," ","22,900","2","-","-","202301","16","","1969","-","직거래","-"
"1512","경기도 화성시 청계동","집합","5**","동탄대로시범길","제3종일반주거","교육연구","25m이상","742.25"," ","280,000","","-","-","202301","16","","2015","-","직거래","-"
"1513","서울특별시 용산구 용문동","집합","3*","새창로14길","제2종일반주거","제2종근린생활","12m미만","7.70"," ","23,800","1","-","-","202301","16","","1969","-","직거래","-"
"1514","서울특별시 용산구 용문동","집합","3*","새창로14길","제2종일반주거","제2종근린생활","12m미만","8.97"," ","22,900","2","-","-","202301","16","","1969","-","직거래","-"
"1515","경기도 광주시 태전동","집합","1**","벼루개로","일반상업","제2종근린생활","25m미만","90.27"," ","45,680","","-","-","202301","16","","2022","-","직거래","-"
"1516","서울특별시 용산구 용문동","집합","3*","새창로14길","제2종일반주거","제2종근린생활","12m미만","7.65"," ","22,900","2","-","-","202301","16","","1969","-","직거래","-"
"1517","서울특별시 용산구 용문동","집합","3*","새창로14길","제2종일반주거","제2종근린생활","12m미만","7.60"," ","24,900","1","-","-","202301","16","","1969","-","직거래","-"
"1518","충청북도 충주시 앙성면 돈산리","집합","1**","산전장수1길","계획관리","숙박","8m미만","47.52"," ","1,347","60","-","-","202301","16","지분","1997","-","직거래","-"
"1519","서울특별시 용산구 용문동","집합","3*","새창로14길","제2종일반주거","제2종근린생활","12m미만","7.01"," ","23,950","1","-","-","202301","16","","1969","-","직거래","-"
"1520","서울특별시 용산구 용문동","집합","3*","새창로14길","제2종일반주거","제2종근린생활","12m미만","7.01"," ","22,500","3","-","-","202301","16","","1969","-","직거래","-"
"1521","서울특별시 용산구 용문동","집합","3*","새창로14길","제2종일반주거","제2종근린생활","12m미만","7.01"," ","23,650","1","-","-","202301","16","","1969","-","직거래","-"
"1522","경기도 양평군 단월면 부안리","일반","2*","대부록길","계획관리","기타","8m미만","22.56","444.00","17,230","","-","-","202301","16","지분","2013","-","직거래","-"
"1523","경기도 용인시 처인구 역북동","집합","7**","명지로60번길","준주거","제1종근린생활","25m이상","146.41"," ","28,500","2","-","-","202301","16","지분","2017","-","직거래","-"
"1524","경상남도 창원시 의창구 소답동","집합","1**","읍성로89번길","제2종전용주거","제1종근린생활","12m미만","24.90"," ","7,200","1","-","-","202301","16","","1996","20230119","중개거래","경남 창원의창구"
"1525","경상남도 창원시 의창구 소답동","집합","1**","읍성로89번길","제2종전용주거","제1종근린생활","12m미만","24.90"," ","7,200","1","-","-","202301","16","","1996","-","중개거래","경남 창원성산구 경남 창원의창구"
"1526","충청남도 공주시 신관동","일반","6**","번영2로","제2종일반주거","제2종근린생활","12m미만","49.44","413.50","65,000","","-","-","202301","16","","1996","20230328","중개거래","충남 공주시"
"1527","서울특별시 종로구 종로1가","집합","2*","종로","일반상업","판매","25m이상","22.01"," ","15,000","","-","-","202301","16","","2007","-","직거래","-"
"1528","경상북도 경주시 황남동","일반","2**","첨성로99번길","제1종일반주거","제1종근린생활","8m미만","155.99","248.00","170,000","","-","-","202301","16","","2017","-","중개거래","경남 김해시"
"1529","전북특별자치도 전주시 덕진구 우아동3가","일반","7**","백제대로","일반상업","제1종근린생활","25m이상","1117.47","394.70","250,000","","-","-","202301","16","","1985","-","직거래","-"
"1530","경상북도 경주시 동천동","일반","7**","양정로225번길","일반상업","숙박","12m미만","781.00","412.50","210,000","","-","-","202301","16","","2011","-","중개거래","부산 연제구"
"1531","경기도 용인시 처인구 모현읍 왕산리","일반","6**","백옥대로","자연녹지","제1종근린생활","25m미만","464.22","519.00","95,000","","-","-","202301","16","","2019","-","직거래","-"
"1532","전북특별자치도 전주시 덕진구 팔복동2가","일반","3*","추천6길","준공업","제1종근린생활","12m미만","288.36","327.00","42,000","","-","-","202301","16","","1993","-","중개거래","전북 전주덕진구"
"1533","경기도 용인시 기흥구 보정동","일반","6**","용구대로2469번길","자연녹지","제2종근린생활","25m미만","818.03","1850.00","1,120,000","","-","-","202301","16","","","20230511","중개거래","경기 성남시 분당구, 경기 용인시 기흥구"
"1534","경기도 고양시 덕양구 화정동","집합","9**","은빛로","근린상업","제1종근린생활","25m이상","35.10"," ","18,800","1","-","-","202301","16","","2004","-","직거래","-"
"1535","경기도 가평군 가평읍 달전리","일반","1**","북한강변로","자연녹지","숙박","8m미만","353.36","447.00","120,423","","-","-","202301","16","","2022","-","직거래","-"
"1536","경상북도 경산시 유곡동","일반","2**","들뫼길31길","자연녹지","제1종근린생활","12m미만","482.40","397.00","26,000","","-","-","202301","16","","1997","-","직거래","-"
"1537","경상북도 포항시 북구 양덕동","집합","4**","장량중앙로","준주거","제1종근린생활","25m이상","60.30"," ","14,950","3","-","-","202301","16","","2014","-","직거래","-"
"1538","경상북도 포항시 북구 양덕동","집합","4**","장량중앙로","준주거","제1종근린생활","25m이상","103.76"," ","26,450","3","-","-","202301","16","","2014","-","직거래","-"
"1539","경기도 화성시 장안면 석포리","일반","6**","돌서지길","계획관리","제2종근린생활","-","198.00","669.00","53,800","","-","-","202301","16","","2023","-","중개거래","경기 화성시"
"1540","경기도 부천시 오정구 고강동","집합","2**","고강로98번길","제2종일반주거","제1종근린생활","12m미만","48.06"," ","20,500","1","-","-","202301","16","","2002","20230209","중개거래","경기 부천시 오정구"
"1541","제주특별자치도 제주시 이도이동","집합","1***","중앙로","일반상업","제2종근린생활","25m이상","60.04"," ","33,400","2","-","-","202301","16","","2022","-","직거래","-"
"1542","제주특별자치도 제주시 연동","집합","2**","삼무로","일반상업","숙박","25m이상","25.52"," ","4,500","10","-","-","202301","16","","2016","-","직거래","-"
"1543","경기도 화성시 향남읍 상두리","일반","3**","두머리길","계획관리","제2종근린생활","-","133.00","345.00","31,200","","-","-","202301","16","","2023","-","중개거래","경기 화성시"
"1544","제주특별자치도 서귀포시 중문동","집합","2***","천제연로","일반상업","숙박","25m미만","23.58"," ","9,500","5","-","-","202301","16","","2019","20230130","중개거래","제주 서귀포시"
